txn_id,order_date,amount,category,payment_method,device,address_match,customer_tier,customer_age_days,order_velocity,previous_returns,hour,pincode_tier,state,returned
TXN-09585,2025-08-07 20:00,157.13,Home & Kitchen,Debit Card,Mobile,Same as billing,New,48,11,0,20,Metro,Gujarat,0
TXN-09586,2025-08-29 08:00,5124.58,Clothing,Credit Card,Mobile,Different from billing,Loyal,919,11,0,8,Tier-3,Gujarat,0
TXN-09587,2025-06-15 09:00,1287.2,Beauty,Net Banking,Mobile,Different from billing,Loyal,575,11,1,9,Tier-3,Uttar Pradesh,0
TXN-09588,2025-08-12 20:00,1593.07,Sports,Credit Card,Desktop,Same as billing,Returning,52,8,1,20,Tier-2,Rajasthan,0
TXN-09589,2025-07-01 13:00,561.32,Home & Kitchen,COD,Mobile,Same as billing,Returning,57,7,0,13,Tier-1,Assam,0
TXN-09590,2025-08-02 21:00,1096.17,Sports,Debit Card,Desktop,Same as billing,New,32,12,0,21,Tier-2,Kerala,0
TXN-09591,2025-07-05 14:00,2847.6,Sports,COD,Mobile,Same as billing,New,7,8,0,14,Tier-2,Kerala,1
TXN-09592,2025-07-12 16:00,165.24,Books,Wallet,Desktop,Same as billing,Loyal,1289,15,0,16,Tier-1,Punjab,0
TXN-09593,2025-07-21 10:00,4433.29,Clothing,UPI,Desktop,Same as billing,Returning,643,5,1,10,Metro,Karnataka,0
TXN-09594,2025-08-15 12:00,6393.64,Home & Kitchen,UPI,Mobile,Same as billing,Returning,712,10,1,12,Metro,Kerala,0
TXN-09595,2025-07-14 16:00,1609.65,Home & Kitchen,UPI,Mobile,Same as billing,Loyal,1895,8,0,16,Tier-1,Telangana,0
TXN-09596,2025-06-30 21:00,615.2,Clothing,Credit Card,Desktop,Different from billing,Loyal,1467,1,0,21,Tier-2,Uttar Pradesh,0
TXN-09597,2025-07-21 18:00,2103.26,Home & Kitchen,Debit Card,Mobile,Same as billing,New,0,9,0,18,Tier-1,Tamil Nadu,1
TXN-09598,2025-07-20 09:00,1321.64,Electronics,UPI,Desktop,Same as billing,New,32,1,0,9,Tier-3,Odisha,0
TXN-09599,2025-08-13 19:00,13427.95,Beauty,Credit Card,Mobile,Same as billing,Returning,48,5,0,19,Metro,Bihar,0
TXN-09600,2025-07-28 12:00,938.56,Clothing,COD,Mobile,Same as billing,New,75,14,0,12,Tier-1,Kerala,0
TXN-09601,2025-07-22 12:00,593.85,Electronics,Credit Card,Mobile,Same as billing,Loyal,673,12,0,12,Tier-2,Gujarat,0
TXN-09602,2025-08-05 11:00,406.99,Home & Kitchen,Net Banking,Mobile,Different from billing,Returning,123,15,1,11,Metro,Rajasthan,1
TXN-09603,2025-06-22 18:00,1772.94,Sports,Credit Card,Mobile,Same as billing,New,22,8,0,18,Metro,Rajasthan,0
TXN-09604,2025-07-13 09:00,2429.91,Beauty,Credit Card,Tablet,Same as billing,Returning,296,10,2,9,Metro,Kerala,0
TXN-09605,2025-06-20 13:00,7633.05,Electronics,UPI,Mobile,Same as billing,Returning,290,14,1,13,Tier-3,Telangana,0
TXN-09606,2025-06-26 07:00,2504.22,Clothing,COD,Desktop,Different from billing,New,60,1,0,7,Tier-2,Maharashtra,1
TXN-09607,2025-06-05 07:00,8008.44,Home & Kitchen,COD,Tablet,Same as billing,Returning,762,14,0,7,Tier-1,Tamil Nadu,1
TXN-09608,2025-08-11 12:00,822.79,Sports,UPI,Desktop,Same as billing,New,36,13,0,12,Metro,Madhya Pradesh,0
TXN-09609,2025-07-16 12:00,4607.24,Toys,Debit Card,Mobile,Same as billing,Returning,245,9,0,12,Tier-2,Odisha,0
TXN-09610,2025-07-05 12:00,2697.24,Home & Kitchen,COD,Mobile,Same as billing,Returning,674,14,0,12,Metro,Karnataka,0
TXN-09611,2025-07-25 16:00,1964.08,Clothing,UPI,Desktop,Same as billing,Loyal,665,3,0,16,Metro,Tamil Nadu,1
TXN-09612,2025-07-22 09:00,2805.59,Home & Kitchen,COD,Tablet,Different from billing,Loyal,1836,12,0,9,Tier-3,West Bengal,0
TXN-09613,2025-07-20 09:00,3018.46,Toys,Net Banking,Desktop,Same as billing,Loyal,529,13,0,9,Tier-1,Maharashtra,0
TXN-09614,2025-06-19 13:00,5709.61,Books,COD,Tablet,Different from billing,Loyal,1410,6,0,13,Tier-3,Bihar,0
TXN-09615,2025-07-05 13:00,3043.31,Toys,Debit Card,Desktop,Same as billing,Loyal,1493,4,0,13,Tier-2,Delhi,0
TXN-09616,2025-06-26 19:00,5491.18,Toys,Debit Card,Mobile,Same as billing,Loyal,314,8,1,19,Tier-2,Rajasthan,1
TXN-09617,2025-08-29 12:00,34401.21,Books,COD,Desktop,Different from billing,Returning,597,11,1,12,Tier-3,Tamil Nadu,1
TXN-09618,2025-07-11 07:00,12937.99,Sports,Debit Card,Mobile,Same as billing,Returning,396,10,0,7,Tier-3,Maharashtra,0
TXN-09619,2025-07-29 02:00,31218.49,Clothing,UPI,Desktop,Same as billing,Loyal,1150,15,0,2,Tier-2,Punjab,0
TXN-09620,2025-08-12 18:00,360.97,Beauty,UPI,Mobile,Different from billing,Loyal,710,8,0,18,Tier-3,Bihar,0
TXN-09621,2025-07-22 09:00,1851.36,Electronics,UPI,Mobile,Different from billing,Returning,96,3,1,9,Metro,Rajasthan,0
TXN-09622,2025-08-26 10:00,855.85,Books,UPI,Mobile,Same as billing,New,55,6,0,10,Tier-2,Madhya Pradesh,0
TXN-09623,2025-07-01 14:00,11239.11,Electronics,Debit Card,Mobile,Different from billing,New,33,15,0,14,Tier-1,Uttar Pradesh,0
TXN-09624,2025-08-14 19:00,3291.78,Electronics,UPI,Mobile,Same as billing,New,46,14,0,19,Metro,Karnataka,0
TXN-09625,2025-06-19 18:00,561.71,Toys,Credit Card,Desktop,Same as billing,Loyal,1403,10,0,18,Tier-3,Uttar Pradesh,0
TXN-09626,2025-07-23 20:00,1698.73,Electronics,UPI,Mobile,Same as billing,Returning,475,14,0,20,Tier-3,Rajasthan,0
TXN-09627,2025-08-11 15:00,650.89,Electronics,Wallet,Desktop,Same as billing,Returning,533,3,0,15,Tier-1,Karnataka,0
TXN-09628,2025-06-12 09:00,3641.95,Sports,Credit Card,Desktop,Same as billing,New,40,9,0,9,Metro,Odisha,0
TXN-09629,2025-06-17 11:00,3360.08,Clothing,Credit Card,Desktop,Different from billing,Returning,206,9,0,11,Tier-2,Karnataka,0
TXN-09630,2025-08-24 23:00,988.43,Electronics,Net Banking,Desktop,Same as billing,New,42,14,0,23,Tier-2,Odisha,0
TXN-09631,2025-06-01 12:00,879.39,Books,UPI,Mobile,Same as billing,New,36,8,0,12,Tier-1,Gujarat,0
TXN-09632,2025-07-21 12:00,2868.64,Sports,UPI,Mobile,Same as billing,New,15,5,0,12,Metro,Gujarat,0
TXN-09633,2025-07-11 18:00,2802.52,Home & Kitchen,Debit Card,Tablet,Same as billing,Loyal,488,9,0,18,Tier-2,Bihar,0
TXN-09634,2025-06-28 10:00,121.19,Clothing,UPI,Desktop,Same as billing,Returning,782,7,1,10,Metro,West Bengal,0
TXN-09635,2025-06-15 15:00,6255.71,Sports,Net Banking,Mobile,Same as billing,New,13,10,0,15,Metro,Bihar,1
TXN-09636,2025-08-20 16:00,7267.46,Electronics,Net Banking,Mobile,Different from billing,Loyal,1738,2,0,16,Tier-2,Tamil Nadu,0
TXN-09637,2025-08-01 18:00,429.95,Books,Credit Card,Mobile,Same as billing,Loyal,1400,7,0,18,Tier-1,Tamil Nadu,1
TXN-09638,2025-08-29 12:00,1255.63,Clothing,COD,Mobile,Different from billing,New,72,3,0,12,Metro,Madhya Pradesh,1
TXN-09639,2025-08-07 10:00,553.38,Clothing,Wallet,Desktop,Different from billing,Loyal,266,9,0,10,Tier-3,Bihar,0
TXN-09640,2025-06-12 12:00,18953.22,Electronics,Credit Card,Desktop,Same as billing,New,90,10,0,12,Tier-1,Tamil Nadu,1
TXN-09641,2025-07-28 17:00,1097.22,Electronics,COD,Mobile,Different from billing,Returning,317,6,0,17,Tier-1,Telangana,0
TXN-09642,2025-07-04 17:00,2042.74,Electronics,Credit Card,Desktop,Different from billing,Loyal,970,5,0,17,Tier-1,Tamil Nadu,0
TXN-09643,2025-07-22 11:00,2610.38,Home & Kitchen,Debit Card,Tablet,Different from billing,Returning,78,7,1,11,Metro,Gujarat,0
TXN-09644,2025-06-30 20:00,792.34,Electronics,Credit Card,Mobile,Different from billing,New,6,3,0,20,Tier-1,Karnataka,1
TXN-09645,2025-07-17 15:00,1129.53,Home & Kitchen,UPI,Desktop,Same as billing,Returning,387,13,0,15,Tier-2,Uttar Pradesh,0
TXN-09646,2025-08-11 09:00,11527.78,Electronics,COD,Desktop,Same as billing,Returning,539,1,1,9,Tier-2,Uttar Pradesh,0
TXN-09647,2025-08-04 12:00,4514.01,Electronics,UPI,Tablet,Different from billing,Loyal,537,15,0,12,Tier-2,Karnataka,0
TXN-09648,2025-07-06 08:00,909.63,Clothing,UPI,Mobile,Same as billing,Loyal,243,6,0,8,Metro,Tamil Nadu,0
TXN-09649,2025-07-14 11:00,946.84,Electronics,Net Banking,Desktop,Same as billing,Returning,39,3,0,11,Metro,Rajasthan,0
TXN-09650,2025-07-10 11:00,3122.02,Home & Kitchen,Net Banking,Mobile,Same as billing,Returning,427,1,0,11,Metro,Tamil Nadu,0
TXN-09651,2025-07-12 06:00,3059.75,Electronics,Wallet,Mobile,Different from billing,Loyal,1155,15,2,6,Tier-2,Uttar Pradesh,0
TXN-09652,2025-07-17 18:00,1452.5,Electronics,UPI,Desktop,Different from billing,Loyal,1876,3,0,18,Tier-2,Delhi,0
TXN-09653,2025-07-07 15:00,753.6,Clothing,Wallet,Mobile,Same as billing,Returning,608,7,0,15,Metro,Tamil Nadu,0
TXN-09654,2025-07-15 16:00,1413.75,Toys,Debit Card,Mobile,Same as billing,Returning,226,15,0,16,Tier-1,West Bengal,0
TXN-09655,2025-08-21 11:00,1162.04,Sports,COD,Mobile,Same as billing,Returning,707,2,1,11,Metro,Gujarat,0
TXN-09656,2025-07-12 17:00,261.08,Clothing,UPI,Mobile,Same as billing,Returning,728,15,1,17,Tier-1,Assam,0
TXN-09657,2025-06-17 12:00,9119.02,Electronics,Net Banking,Mobile,Different from billing,New,19,3,0,12,Tier-1,Assam,0
TXN-09658,2025-08-17 07:00,966.29,Clothing,Net Banking,Mobile,Same as billing,Returning,98,5,1,7,Tier-2,Delhi,0
TXN-09659,2025-07-16 15:00,3693.03,Electronics,COD,Mobile,Same as billing,Returning,353,15,1,15,Metro,West Bengal,0
TXN-09660,2025-06-12 18:00,162.63,Beauty,UPI,Desktop,Same as billing,Loyal,416,13,0,18,Tier-2,Bihar,0
TXN-09661,2025-08-16 11:00,239.28,Sports,Debit Card,Mobile,Same as billing,Returning,56,7,1,11,Metro,Punjab,0
TXN-09662,2025-06-18 10:00,402.04,Home & Kitchen,UPI,Desktop,Same as billing,Loyal,1218,11,0,10,Metro,Assam,0
TXN-09663,2025-07-02 16:00,1582.8,Books,Credit Card,Desktop,Same as billing,Loyal,318,7,0,16,Metro,Kerala,0
TXN-09664,2025-06-11 07:00,3019.97,Electronics,COD,Desktop,Different from billing,Returning,614,8,2,7,Tier-2,Gujarat,1
TXN-09665,2025-08-22 15:00,4316.02,Toys,Credit Card,Desktop,Same as billing,New,32,2,0,15,Tier-2,Delhi,0
TXN-09666,2025-08-26 10:00,408.16,Books,UPI,Desktop,Same as billing,Returning,556,1,2,10,Metro,Rajasthan,0
TXN-09667,2025-08-03 10:00,2247.29,Clothing,COD,Mobile,Same as billing,New,31,13,0,10,Tier-2,Rajasthan,0
TXN-09668,2025-08-13 08:00,4574.03,Toys,Credit Card,Mobile,Same as billing,Returning,764,5,1,8,Tier-2,Odisha,0
TXN-09669,2025-08-26 12:00,15056.03,Electronics,UPI,Desktop,Same as billing,Returning,583,5,0,12,Metro,Madhya Pradesh,0
TXN-09670,2025-06-30 18:00,9414.82,Clothing,UPI,Desktop,Same as billing,New,32,15,0,18,Tier-1,Assam,1
TXN-09671,2025-06-20 12:00,694.69,Clothing,COD,Mobile,Same as billing,New,48,7,0,12,Metro,Gujarat,0
TXN-09672,2025-08-30 15:00,5595.35,Beauty,Wallet,Mobile,Same as billing,New,10,14,0,15,Tier-1,Delhi,0
TXN-09673,2025-06-01 12:00,37802.06,Home & Kitchen,Debit Card,Mobile,Different from billing,Loyal,558,13,0,12,Tier-3,Uttar Pradesh,1
TXN-09674,2025-08-22 12:00,1904.41,Clothing,Net Banking,Mobile,Same as billing,New,86,7,0,12,Metro,Maharashtra,0
TXN-09675,2025-06-07 13:00,1792.17,Clothing,UPI,Mobile,Different from billing,Returning,528,10,0,13,Metro,Telangana,0
TXN-09676,2025-06-05 06:00,2334.22,Clothing,UPI,Desktop,Different from billing,Returning,152,15,1,6,Metro,Bihar,0
TXN-09677,2025-06-03 12:00,393.4,Sports,COD,Mobile,Different from billing,Returning,365,5,0,12,Tier-3,Rajasthan,0
TXN-09678,2025-07-13 20:00,7885.19,Electronics,UPI,Mobile,Same as billing,Loyal,1749,5,1,20,Tier-2,Odisha,0
TXN-09679,2025-08-04 18:00,643.11,Clothing,UPI,Tablet,Same as billing,Returning,328,1,2,18,Tier-3,Assam,0
TXN-09680,2025-08-29 17:00,145.32,Toys,UPI,Desktop,Same as billing,Returning,440,7,0,17,Tier-3,West Bengal,0
TXN-09681,2025-08-26 09:00,5617.76,Sports,UPI,Desktop,Same as billing,Returning,649,12,1,9,Tier-3,Maharashtra,0
TXN-09682,2025-06-07 10:00,252.46,Beauty,Wallet,Mobile,Different from billing,Returning,247,10,0,10,Tier-2,Bihar,0
TXN-09683,2025-08-01 15:00,12416.17,Clothing,COD,Mobile,Same as billing,Returning,387,11,2,15,Metro,Gujarat,0
TXN-09684,2025-07-17 10:00,1438.53,Sports,Debit Card,Mobile,Same as billing,Returning,566,7,1,10,Metro,Rajasthan,0
TXN-09685,2025-08-20 14:00,2346.58,Home & Kitchen,Debit Card,Mobile,Same as billing,Loyal,903,13,2,14,Metro,Uttar Pradesh,0
TXN-09686,2025-08-22 08:00,197.93,Home & Kitchen,UPI,Desktop,Same as billing,New,6,8,0,8,Tier-2,West Bengal,0
TXN-09687,2025-06-24 11:00,241.54,Sports,COD,Mobile,Same as billing,Returning,45,5,1,11,Tier-1,Assam,0
TXN-09688,2025-06-02 13:00,2066.83,Electronics,UPI,Desktop,Different from billing,New,48,10,0,13,Tier-1,Uttar Pradesh,1
TXN-09689,2025-07-20 09:00,17206.94,Electronics,Net Banking,Mobile,Same as billing,Returning,408,4,0,9,Tier-3,Tamil Nadu,0
TXN-09690,2025-08-26 09:00,418.06,Home & Kitchen,UPI,Tablet,Same as billing,Returning,91,7,0,9,Tier-2,Uttar Pradesh,0
TXN-09691,2025-07-06 08:00,789.51,Beauty,Credit Card,Mobile,Same as billing,New,78,14,0,8,Tier-3,Delhi,0
TXN-09692,2025-07-04 17:00,2117.66,Home & Kitchen,COD,Mobile,Different from billing,New,14,5,0,17,Tier-2,Uttar Pradesh,0
TXN-09693,2025-07-13 14:00,954.97,Home & Kitchen,Wallet,Mobile,Same as billing,Returning,33,7,2,14,Tier-2,Tamil Nadu,0
TXN-09694,2025-07-07 16:00,1514.98,Clothing,Credit Card,Desktop,Same as billing,Returning,142,7,2,16,Tier-2,Tamil Nadu,0
TXN-09695,2025-06-06 17:00,3293.63,Toys,UPI,Desktop,Same as billing,Loyal,391,15,2,17,Tier-2,Uttar Pradesh,0
TXN-09696,2025-07-05 15:00,7386.23,Sports,COD,Desktop,Same as billing,Loyal,1667,5,0,15,Metro,Madhya Pradesh,0
TXN-09697,2025-08-28 11:00,1327.44,Toys,UPI,Mobile,Same as billing,Returning,98,10,1,11,Tier-1,Maharashtra,0
TXN-09698,2025-08-14 17:00,341.41,Electronics,UPI,Desktop,Same as billing,New,22,8,0,17,Metro,Odisha,0
TXN-09699,2025-08-17 11:00,4263.97,Electronics,Debit Card,Mobile,Different from billing,Loyal,628,13,1,11,Tier-1,Tamil Nadu,1
TXN-09700,2025-07-30 18:00,272.35,Electronics,COD,Desktop,Same as billing,New,15,9,0,18,Tier-2,Kerala,0
TXN-09701,2025-08-28 12:00,1365.82,Toys,COD,Mobile,Different from billing,New,16,13,0,12,Tier-3,Odisha,1
TXN-09702,2025-06-12 08:00,5213.98,Sports,Net Banking,Mobile,Same as billing,Returning,85,9,2,8,Tier-2,Telangana,1
TXN-09703,2025-08-29 16:00,5297.89,Home & Kitchen,COD,Tablet,Same as billing,Loyal,1018,4,0,16,Tier-2,Telangana,0
TXN-09704,2025-08-09 10:00,319.05,Sports,COD,Mobile,Same as billing,Loyal,1252,3,1,10,Tier-2,Rajasthan,0
TXN-09705,2025-06-22 09:00,555.08,Clothing,Net Banking,Tablet,Same as billing,Returning,732,4,0,9,Tier-2,Bihar,0
TXN-09706,2025-06-17 15:00,3261.26,Electronics,Net Banking,Mobile,Same as billing,Loyal,1362,7,0,15,Tier-3,Odisha,0
TXN-09707,2025-08-18 07:00,6283.47,Home & Kitchen,Credit Card,Mobile,Different from billing,New,57,6,0,7,Tier-2,Bihar,0
TXN-09708,2025-06-04 21:00,1743.42,Electronics,COD,Mobile,Same as billing,Loyal,1577,3,0,21,Tier-3,Bihar,0
TXN-09709,2025-07-20 00:00,9669.5,Books,UPI,Desktop,Same as billing,Returning,505,14,2,0,Tier-2,Delhi,0
TXN-09710,2025-07-26 14:00,5259.79,Electronics,UPI,Mobile,Different from billing,Returning,576,7,2,14,Tier-3,Maharashtra,1
TXN-09711,2025-08-05 10:00,2532.85,Clothing,COD,Desktop,Same as billing,Returning,436,14,1,10,Tier-2,Odisha,0
TXN-09712,2025-07-06 12:00,24433.1,Electronics,Net Banking,Mobile,Different from billing,Returning,446,5,2,12,Tier-1,Kerala,1
TXN-09713,2025-06-30 18:00,383.49,Toys,Credit Card,Mobile,Same as billing,Returning,346,4,0,18,Metro,Bihar,0
TXN-09714,2025-08-26 22:00,17182.63,Sports,UPI,Mobile,Same as billing,Loyal,1177,6,0,22,Metro,Odisha,0
TXN-09715,2025-06-29 11:00,3976.62,Sports,Wallet,Mobile,Same as billing,Returning,219,9,3,11,Tier-1,Delhi,1
TXN-09716,2025-08-07 20:00,6891.61,Clothing,Credit Card,Mobile,Same as billing,New,26,10,0,20,Tier-1,Tamil Nadu,0
TXN-09717,2025-06-05 06:00,800.92,Clothing,UPI,Mobile,Same as billing,Loyal,1294,8,0,6,Tier-2,Delhi,0
TXN-09718,2025-08-09 02:00,9619.8,Home & Kitchen,Credit Card,Desktop,Different from billing,Loyal,1286,10,0,2,Tier-1,Madhya Pradesh,0
TXN-09719,2025-06-04 13:00,1489.94,Home & Kitchen,UPI,Mobile,Same as billing,Returning,307,9,1,13,Tier-1,Gujarat,0
TXN-09720,2025-08-22 10:00,1882.88,Clothing,UPI,Mobile,Different from billing,Returning,723,9,1,10,Tier-2,Punjab,0
TXN-09721,2025-07-31 08:00,99,Books,UPI,Mobile,Different from billing,Returning,199,8,0,8,Tier-2,Tamil Nadu,0
TXN-09722,2025-06-28 21:00,528.48,Toys,COD,Mobile,Same as billing,Returning,134,3,0,21,Metro,Tamil Nadu,0
TXN-09723,2025-07-27 16:00,177.71,Beauty,COD,Desktop,Same as billing,Returning,117,3,3,16,Metro,Kerala,1
TXN-09724,2025-06-22 10:00,1134.63,Home & Kitchen,COD,Desktop,Same as billing,New,53,15,0,10,Tier-1,Karnataka,0
TXN-09725,2025-07-06 13:00,5111.27,Toys,Credit Card,Tablet,Same as billing,Loyal,1292,10,0,13,Metro,Assam,0
TXN-09726,2025-06-07 21:00,737.49,Electronics,Credit Card,Mobile,Same as billing,Returning,298,9,0,21,Tier-2,Delhi,0
TXN-09727,2025-07-03 18:00,990.09,Electronics,UPI,Mobile,Same as billing,Returning,109,14,0,18,Metro,Bihar,0
TXN-09728,2025-08-12 14:00,2574.94,Home & Kitchen,COD,Mobile,Same as billing,Returning,350,3,1,14,Tier-2,Delhi,0
TXN-09729,2025-08-10 12:00,109.01,Clothing,COD,Desktop,Same as billing,Loyal,1922,14,0,12,Tier-1,Odisha,0
TXN-09730,2025-07-12 09:00,464.77,Home & Kitchen,COD,Mobile,Same as billing,New,74,8,0,9,Tier-3,Uttar Pradesh,0
TXN-09731,2025-06-05 18:00,1021.49,Electronics,UPI,Desktop,Different from billing,New,14,6,0,18,Tier-2,West Bengal,1
TXN-09732,2025-07-08 08:00,728.04,Home & Kitchen,Credit Card,Mobile,Same as billing,Returning,482,5,0,8,Metro,Bihar,0
TXN-09733,2025-06-22 18:00,622.48,Clothing,Net Banking,Desktop,Same as billing,Loyal,424,14,0,18,Tier-2,Tamil Nadu,0
TXN-09734,2025-07-06 03:00,1321.25,Beauty,UPI,Mobile,Same as billing,Loyal,1360,9,1,3,Tier-1,Delhi,0
TXN-09735,2025-08-09 11:00,805.64,Clothing,UPI,Desktop,Different from billing,Loyal,1443,2,0,11,Tier-1,Madhya Pradesh,0
TXN-09736,2025-07-19 04:00,1807.56,Home & Kitchen,Credit Card,Tablet,Different from billing,New,4,4,0,4,Tier-1,Madhya Pradesh,0
TXN-09737,2025-06-09 11:00,315.13,Sports,UPI,Mobile,Same as billing,Returning,350,5,3,11,Metro,Delhi,0
TXN-09738,2025-08-21 12:00,1217.07,Electronics,UPI,Mobile,Same as billing,Returning,36,8,0,12,Tier-2,Bihar,0
TXN-09739,2025-08-10 15:00,1313.16,Toys,Credit Card,Mobile,Same as billing,Loyal,1933,11,0,15,Tier-1,Telangana,0
TXN-09740,2025-08-19 12:00,1005.68,Sports,Wallet,Desktop,Same as billing,Returning,612,3,0,12,Tier-3,Maharashtra,0
TXN-09741,2025-07-30 10:00,1557.34,Clothing,Net Banking,Mobile,Same as billing,Loyal,1508,3,0,10,Tier-3,Tamil Nadu,0
TXN-09742,2025-06-24 10:00,1144.73,Electronics,UPI,Mobile,Same as billing,Loyal,961,15,0,10,Metro,Kerala,0
TXN-09743,2025-07-19 18:00,335.75,Toys,Debit Card,Mobile,Same as billing,New,13,3,0,18,Metro,Rajasthan,0
TXN-09744,2025-06-29 13:00,99,Home & Kitchen,COD,Mobile,Same as billing,New,19,10,0,13,Tier-1,Delhi,0
TXN-09745,2025-07-03 13:00,171.82,Clothing,Credit Card,Mobile,Same as billing,New,60,6,0,13,Tier-1,Kerala,1
TXN-09746,2025-06-08 14:00,2222.55,Electronics,COD,Mobile,Same as billing,Returning,159,12,0,14,Tier-1,Delhi,0
TXN-09747,2025-06-24 00:00,7506.09,Home & Kitchen,Credit Card,Desktop,Same as billing,Loyal,288,11,0,0,Metro,Bihar,0
TXN-09748,2025-07-31 14:00,575.3,Home & Kitchen,UPI,Mobile,Same as billing,Returning,235,6,0,14,Metro,Maharashtra,0
TXN-09749,2025-07-09 12:00,7239.46,Electronics,UPI,Mobile,Same as billing,Loyal,1740,13,0,12,Metro,Telangana,0
TXN-09750,2025-07-20 11:00,346.84,Toys,UPI,Tablet,Same as billing,Returning,509,2,0,11,Tier-3,Punjab,0
TXN-09751,2025-07-19 07:00,520.78,Home & Kitchen,Debit Card,Desktop,Same as billing,Loyal,1619,6,0,7,Tier-1,Madhya Pradesh,0
TXN-09752,2025-07-09 20:00,1499.09,Home & Kitchen,Credit Card,Mobile,Same as billing,Returning,518,11,2,20,Metro,Uttar Pradesh,0
TXN-09753,2025-08-08 09:00,2585.9,Clothing,Net Banking,Desktop,Same as billing,Loyal,337,14,0,9,Tier-2,Telangana,1
TXN-09754,2025-08-09 20:00,3219.05,Sports,Credit Card,Desktop,Different from billing,New,80,15,0,20,Tier-1,Odisha,0
TXN-09755,2025-08-07 11:00,900.12,Clothing,Net Banking,Mobile,Different from billing,Returning,520,5,0,11,Metro,Kerala,0
TXN-09756,2025-06-22 16:00,4094.23,Sports,UPI,Mobile,Different from billing,Loyal,268,13,0,16,Tier-1,Karnataka,0
TXN-09757,2025-06-16 00:00,3035.77,Clothing,Wallet,Desktop,Different from billing,Loyal,1770,1,0,0,Tier-2,Telangana,0
TXN-09758,2025-06-03 12:00,3423.52,Books,Credit Card,Mobile,Same as billing,New,47,5,0,12,Tier-3,Bihar,0
TXN-09759,2025-07-30 22:00,11160.96,Clothing,Wallet,Mobile,Same as billing,New,55,13,0,22,Tier-1,Maharashtra,1
TXN-09760,2025-06-01 13:00,1424.54,Home & Kitchen,Credit Card,Desktop,Different from billing,Loyal,937,8,0,13,Tier-3,Odisha,0
TXN-09761,2025-08-29 08:00,1544.79,Clothing,Credit Card,Mobile,Same as billing,Loyal,1458,9,1,8,Tier-1,Assam,0
TXN-09762,2025-06-07 19:00,345.54,Sports,Debit Card,Tablet,Different from billing,Returning,602,12,0,19,Metro,Assam,0
TXN-09763,2025-07-21 13:00,399.81,Electronics,UPI,Mobile,Same as billing,Loyal,1437,12,0,13,Metro,Punjab,0
TXN-09764,2025-08-01 21:00,757.55,Books,UPI,Mobile,Different from billing,Returning,79,4,0,21,Tier-3,Madhya Pradesh,1
TXN-09765,2025-08-29 06:00,13202.79,Home & Kitchen,Credit Card,Mobile,Same as billing,New,33,14,0,6,Tier-2,Telangana,1
TXN-09766,2025-06-12 16:00,1397.79,Sports,COD,Tablet,Different from billing,Loyal,357,14,0,16,Tier-3,Punjab,0
TXN-09767,2025-06-12 15:00,8207.29,Sports,UPI,Desktop,Different from billing,Loyal,454,15,0,15,Tier-1,Telangana,0
TXN-09768,2025-07-05 13:00,599.75,Clothing,Credit Card,Desktop,Same as billing,Returning,481,3,0,13,Metro,Bihar,0
TXN-09769,2025-08-24 12:00,807.98,Sports,UPI,Mobile,Same as billing,Loyal,624,2,0,12,Metro,Bihar,0
TXN-09770,2025-06-24 02:00,844.3,Electronics,UPI,Desktop,Same as billing,Loyal,1056,11,0,2,Metro,Karnataka,0
TXN-09771,2025-07-01 15:00,4271.57,Sports,Debit Card,Mobile,Same as billing,New,90,8,0,15,Tier-2,Delhi,0
TXN-09772,2025-06-30 09:00,182.81,Sports,Debit Card,Tablet,Same as billing,Loyal,1358,2,0,9,Tier-3,Rajasthan,0
TXN-09773,2025-06-21 04:00,4148.96,Toys,Credit Card,Mobile,Same as billing,Returning,116,7,0,4,Tier-2,Punjab,0
TXN-09774,2025-08-30 08:00,1231.94,Home & Kitchen,UPI,Desktop,Same as billing,New,84,6,0,8,Metro,Bihar,0
TXN-09775,2025-08-14 18:00,3095.95,Clothing,UPI,Mobile,Different from billing,Returning,676,15,2,18,Tier-2,Gujarat,1
TXN-09776,2025-08-03 14:00,384.66,Home & Kitchen,UPI,Mobile,Same as billing,New,28,2,0,14,Metro,Rajasthan,0
TXN-09777,2025-07-05 09:00,399.24,Books,UPI,Mobile,Different from billing,Returning,470,13,1,9,Tier-2,Uttar Pradesh,0
TXN-09778,2025-06-21 07:00,1556.87,Clothing,Credit Card,Mobile,Same as billing,Loyal,245,7,0,7,Metro,Odisha,0
TXN-09779,2025-08-07 01:00,9500.72,Electronics,COD,Tablet,Different from billing,Loyal,412,7,0,1,Tier-1,Delhi,0
TXN-09780,2025-08-12 13:00,1671.56,Clothing,COD,Desktop,Same as billing,New,18,14,0,13,Metro,Tamil Nadu,1
TXN-09781,2025-06-10 12:00,10196.82,Electronics,Credit Card,Desktop,Different from billing,New,38,14,0,12,Metro,Madhya Pradesh,0
TXN-09782,2025-08-18 17:00,887.54,Electronics,COD,Mobile,Different from billing,Returning,414,10,1,17,Tier-1,Kerala,0
TXN-09783,2025-07-16 12:00,10512.87,Electronics,Debit Card,Tablet,Same as billing,Returning,599,8,1,12,Tier-1,Punjab,0
TXN-09784,2025-07-09 17:00,3044.05,Clothing,Net Banking,Desktop,Same as billing,Loyal,1861,1,0,17,Tier-2,Bihar,0
